regisno,animal_id,prefix,anm_name,sex,category,birth_date,regtype,mating,twin_code,disposal,frac1,brd2,frac2,brd3,frac3,ownr,breeder,sire_reg,dam_reg,dam_dob,birth_work_grp,birth_cont_grp,birth_wt,birth_adj,birth_no_conts,wean_work_grp,wean_cont_grp,wean_feed_code,wean_date,wean_wt,wean_adj,wean_no_conts,year_work_grp,year_cont_grp,year_date,year_wt,year_adj,year_no_conts,birth_cg_no,calv_ease
1737657,461,KAR,KOESTER_BEEF_QUEEN_461,C,3,2014-08-19,R,1,1,.,500,SM,484,XX,16,67174,67174,SM2499589,1366913,2010-02-19,681319,R4282-2,94,93,53,681319,2,2,2015-03-08,670,671,52,724070,2,2015-10-10,936,867,47,4,1
1737658,421,KAR,KOESTER_STAKEHOLDER_421,B,B,2014-08-09,R,1,1,.,997,XX,3,.,.,21881,67174,1379607,1415961,2010-10-04,681319,R1748459-5,84,86,53,681319,7,2,2015-03-08,596,605,51,733026,6,2015-09-16,1180,1093,48,2,1
1737659,450,KAR,KOESTER_CHIVAS_450,B,B,2014-08-14,R,1,1,15,995,XX,5,.,.,67174,67174,1415933,1415953,2010-10-05,681319,R1748459-5,98,100,53,681319,7,2,2015-03-08,676,696,51,733026,6,2015-09-16,1246,1172,48,2,1
1737661,451,KAR,KOESTER_ARISTOCRAT_451,B,B,2014-08-14,R,2,1,.,997,XX,3,.,.,21904,67174,1510636,1415976,2010-10-13,681319,R1748459-5,78,80,53,681319,7,2,2015-03-08,590,611,51,733026,6,2015-09-16,1035,983,48,2,1
1737662,499,KAR,KOESTER_SONOFAGUN_499,B,B,2014-09-12,R,2,1,.,990,XX,10,.,.,22495,67174,1380789,1497133,2011-08-10,681319,R1748459-5,82,85,53,681319,7,2,2015-03-08,574,686,51,733026,6,2015-09-16,1114,1138,48,2,1
1737664,469,KAR,KOESTER_PISTOL_ANNIE_469,C,B,2014-08-30,R,2,1,.,989,XX,11,.,.,67174,67174,1380789,1497099,2011-08-12,681319,R4282-2,76,80,53,681319,2,2,2015-03-08,590,657,52,724070,2,2015-10-10,900,891,47,4,1
1737665,409,KAR,KOESTER_STACIA_409,C,2,2014-08-07,R,1,1,.,1000,.,.,.,.,67174,67174,1379607,1497101,2011-08-16,681319,R4282-2,60,64,53,681319,2,2,2015-03-08,546,567,52,724070,2,2015-10-10,846,794,47,4,1
1737666,457,KAR,KOESTER_PISTOL_ANNIE_457,C,B,2014-08-17,R,2,1,.,991,XX,9,.,.,67174,67174,1380789,1409586,2011-01-04,681319,R4282-2,76,78,53,681319,2,2,2015-03-08,574,602,52,724070,2,2015-10-10,866,824,47,4,1
1737667,425,KAR,KOESTER_MS_STACIA_425,C,B,2014-08-10,R,1,1,.,998,XX,2,.,.,67174,67174,1379607,1497105,2011-08-21,681319,R4282-2,62,66,53,681319,2,2,2015-03-08,602,627,52,724070,2,2015-10-10,856,819,47,4,1
1737668,4107,KRK,KOESTER_LEAD_4107,B,A,2014-09-25,R,2,1,.,1000,.,.,.,.,107463,91034,1443237,1402537,2010-02-13,681319,R15700-1,92,93,3,681319,1,2,2015-03-08,532,646,3,733030,1,2015-09-16,1002,1038,3,2,1
1737669,444,KAR,KOESTER_BOSS_444,B,A,2014-08-13,R,2,1,15,1000,.,.,.,.,67174,67174,1483447,1497095,2011-08-23,681319,R1748459-5,76,80,53,681319,7,2,2015-03-08,566,604,51,733026,.,.,.,.,.,2,1
1737670,432,KAR,KOESTER_MS_STACIA_432,C,B,2014-08-11,R,1,1,.,998,XX,2,.,.,67174,67174,1379607,1497096,2011-08-25,681319,R4282-2,74,78,53,681319,2,2,2015-03-08,630,657,52,724070,2,2015-10-10,888,852,47,4,1
1737671,418,KAR,KOESTER_STAKEHOLDER_418,B,B,2014-08-09,R,1,1,.,998,XX,2,.,.,102557,67174,1379607,1497107,2011-08-27,681319,R1748459-5,76,80,53,681319,7,2,2015-03-08,580,609,51,733026,6,2015-09-16,1176,1107,48,2,1
1737672,4106,KAR,KOESTER_LEAD_4106,B,B,2014-09-25,R,2,1,.,994,XX,6,.,.,116228,67174,1443237,1497091,2011-08-28,681319,R1748459-5,76,80,53,681319,7,2,2015-03-08,506,647,51,733026,6,2015-09-16,1020,1077,48,2,1
1737673,419,KAR,KOESTER_SONOFAGUN_419,B,B,2014-08-09,R,1,1,.,990,XX,10,.,.,119220,67174,1380789,1497088,2011-08-31,681319,R1748459-5,76,80,53,681319,7,2,2015-03-08,644,671,51,733026,6,2015-09-16,1184,1123,48,2,1
1737674,498,KAR,KOESTER_BOSS_498,B,A,2014-09-12,R,2,1,.,1000,.,.,.,.,77076,67174,1483447,1497119,2011-08-31,681319,R1748459-5,78,82,53,681319,7,2,2015-03-08,572,686,51,733026,6,2015-09-16,1174,1189,48,2,1
1737675,4110,KAR,KOESTER_LEAD_4110,B,3,2014-09-28,R,2,1,15,748,SM,250,XX,2,67174,67174,1443237,1497116,2011-09-04,681319,R1748459-5,104,107,53,681319,7,2,2015-03-08,560,687,51,733026,6,2015-09-16,1100,1134,48,2,1
1737676,4109,KAR,KOESTER_MAGIC_MAN_4109,B,3,2014-09-28,R,2,1,15,717,SM,250,XX,33,67174,67174,1443572,1497134,2011-09-04,681319,R1748459-5,88,91,53,681319,7,2,2015-03-08,510,629,51,733026,6,2015-09-16,1000,1034,48,2,1
1737677,446,KAR,KOESTER_MAGIC_MAN_446,B,B,2014-08-13,R,2,1,15,967,DS,31,XX,2,67174,67174,1443572,1497087,2011-09-24,681319,R1748459-5,84,88,53,681319,7,2,2015-03-08,482,523,51,733026,6,2015-09-16,970,932,48,2,1
1737678,445,KAR,KOESTER_LADY_CHIVAS_445,C,A,2014-08-13,R,1,1,.,1000,.,.,.,.,67174,67174,1415933,1497113,2011-09-27,681319,R4282-2,74,78,53,681319,2,2,2015-03-08,570,604,52,724070,2,2015-10-10,860,823,47,4,1
1737679,474,KAR,KOESTER_BOSS_474,B,A,2014-09-02,R,2,1,.,1000,.,.,.,.,109386,67174,1483447,1497115,2011-10-02,681319,R1748459-5,78,82,53,681319,7,2,2015-03-08,504,587,51,733026,6,2015-09-16,966,974,48,2,1
1737680,480,KAR,KOESTER_MAGIC_MAN_480,B,B,2014-09-04,R,2,1,.,967,DS,31,XX,2,15346,67174,1443572,1497100,2011-10-04,681319,R1748459-5,84,88,53,681319,7,2,2015-03-08,572,666,51,733026,6,2015-09-16,1110,1116,48,2,1
1737681,495,KAR,KOESTER_BOSS_LADY_495,C,A,2014-09-10,R,2,1,11,1000,.,.,.,.,67174,67174,1483447,1497136,2011-08-06,681319,R4282-2,84,87,53,681319,2,2,2015-03-08,490,572,52,724070,2,2015-10-10,816,818,47,4,1
1737682,458,KAR,KOESTER_LADY_CHIVAS_458,C,A,2014-08-17,R,1,1,.,1000,.,.,.,.,67174,67174,1415933,1497140,2011-08-17,681319,R4282-2,86,90,53,681319,2,2,2015-03-08,620,659,52,724070,2,2015-10-10,972,924,47,4,1
1737683,4104,KAR,KOESTER_LEAD_4104,B,A,2014-09-21,R,2,1,.,1000,.,.,.,.,88041,67174,1443237,1497144,2011-08-20,681319,R1748459-5,78,81,53,681319,7,2,2015-03-08,414,520,51,762325,6,2015-09-16,904,930,48,2,1
1737684,4102,KAR,KOESTER_MS_ARICIA_4102,C,B,2014-09-18,R,2,1,12,998,XX,2,.,.,67174,67174,1510636,1590507,2012-08-04,681319,R4282-2,56,63,53,681319,2,2,2015-03-08,440,557,52,731360,.,.,.,.,.,3,1
1737685,4103,KAR,KOESTER_ARISTOCRAT_4103,B,B,2014-09-18,R,2,1,15,999,XX,1,.,.,67174,67174,1510636,1590524,2012-08-05,681319,R1748459-5,68,75,53,681319,7,2,2015-03-08,420,559,51,733026,6,2015-09-16,1045,1082,48,1,1
1737686,414,SHAY,KOESTER_STAKEHOLDER_414,B,B,2014-08-08,R,1,1,.,999,XX,1,.,.,115539,93963,1379607,1590477,2012-08-08,681319,R15749-1,78,85,1,681319,1,2,2015-03-08,574,632,1,733031,1,2015-09-16,1210,1164,1,1,1
1737687,431,KAR,KOESTER_MS_STACIA_431,C,B,2014-08-11,R,1,1,11,997,XX,3,.,.,67174,67174,1379607,1590498,2012-08-11,681319,R4282-2,70,77,53,681319,2,2,2015-03-08,594,646,52,724070,2,2015-10-10,876,855,47,3,1
1737688,417,KAR,KOESTER_MAGIC_MAN_417,B,B,2014-09-09,R,2,1,.,954,DS,31,XX,15,106450,67174,1443572,1040794,2005-05-04,681319,R1748459-5,96,97,53,681319,7,2,2015-03-08,582,654,51,733026,6,2015-09-16,1105,1092,48,1,1
1737689,441,KAR,KOESTER_MAGIC_MAN_441,B,B,2014-08-13,R,2,1,.,968,DS,31,XX,1,80054,67174,1443572,1590490,2012-08-12,681319,R1748459-5,74,81,53,681319,7,2,2015-03-08,492,562,51,733026,6,2015-09-16,1066,1042,48,1,1
1737690,456,KAR,KOESTER_CHIVAS_456,B,B,2014-08-16,R,1,1,15,999,XX,1,.,.,67174,67174,1415933,1590522,2012-08-12,681319,R1748459-5,86,93,53,681319,7,2,2015-03-08,534,610,51,733026,6,2015-09-16,1132,1110,48,1,1
1737691,4111,KAR,KOESTER_ARISTOCRAT_4111,B,A,2014-09-29,R,2,1,.,1000,.,.,.,.,109386,67174,1510636,1590506,2012-08-14,681319,R1748459-5,76,83,53,681319,7,2,2015-03-08,404,560,51,733026,6,2015-09-16,818,907,48,1,1
1737692,401,KAR,KOESTER_MS_STACIA_401,C,B,2014-08-04,R,1,1,11,999,XX,1,.,.,67174,67174,1379607,1590493,2012-08-15,681319,R4282-2,60,67,53,681319,2,2,2015-03-08,522,564,52,724070,2,2015-10-10,822,786,47,3,1
1737693,402,KAR,KOESTER_MAGIC_MAN_402,B,B,2014-08-04,R,2,1,15,964,DS,31,XX,5,67174,67174,1443572,1590525,2012-08-20,681319,R1748459-5,62,69,53,681319,7,2,2015-03-08,462,519,51,733026,6,2015-09-16,940,919,48,1,1
1737694,467,KAR,KOESTER_MS_ARICIA_467,C,B,2014-08-28,R,2,1,.,998,XX,2,.,.,67174,67174,1510636,1590483,2012-08-22,681319,R4282-2,68,75,53,681319,2,2,2015-03-08,430,509,52,724070,2,2015-10-10,794,779,47,3,1
1737695,410,KAR,KOESTER_MS_MAGICK_410,C,B,2014-08-07,R,2,1,.,961,DS,31,XX,8,67174,67174,1443572,1590516,2012-08-27,681319,R4282-2,58,66,53,681319,2,2,2015-03-08,502,551,52,724070,2,2015-10-10,828,792,47,3,1
1737696,466,KAR,KOESTER_ARISTOCRAT_466,B,B,2014-08-26,R,2,1,.,996,XX,4,.,.,115789,67174,1510636,1590518,2012-08-31,681319,R1748459-5,72,79,53,681319,7,2,2015-03-08,422,515,51,733026,6,2015-09-16,948,955,48,1,1
1737697,405,KAR,KOESTER_MS_STACIA_405,C,B,2014-08-05,R,1,1,.,994,XX,6,.,.,67174,67174,1379607,1590503,2012-09-15,681319,R4282-2,72,80,53,681319,2,2,2015-03-08,556,600,52,790678,2,2015-10-10,792,774,47,3,1
1737698,435,KAR,KOESTER_STAKEHOLDER_435,B,A,2014-08-11,R,1,1,15,1000,.,.,.,.,67174,67174,1379607,1590489,2012-09-20,681319,R1748459-5,80,88,53,681319,7,2,2015-03-08,490,560,51,733026,6,2015-09-16,1072,1047,48,1,1
1737699,448,KAR,KOESTER_BEEF_KING_448,B,3,2014-08-14,R,1,1,.,500,SM,484,XX,16,72863,67174,SM2499589,1409896,2010-05-02,681319,R1748459-5,90,89,53,681319,7,2,2015-03-08,668,660,51,733026,6,2015-09-16,1254,1140,48,2,1
1737700,408,KAR,KOESTER_MS_MAGICK_408,C,B,2014-08-07,R,2,1,.,969,DS,31,.,.,67174,67174,1443572,1154446,2006-08-28,681319,R4282-2,64,64,53,681319,2,2,2015-03-08,504,492,52,724070,2,2015-10-10,834,746,47,4,1
1737701,433,KAR,KOESTER_STAKEHOLDER_433,B,A,2014-08-11,R,1,1,15,1000,.,.,.,.,67174,67174,1379607,1216362,2007-08-28,681319,R1748459-5,90,90,53,681319,7,2,2015-03-08,626,617,51,733026,6,2015-09-16,1173,1073,48,2,1
1737702,4105,KAR,KOESTER_MS_MAGICK_4105,C,B,2014-09-22,R,2,1,.,966,DS,31,XX,3,67174,67174,1443572,1216361,2007-09-02,681319,R4282-2,92,92,53,681319,2,2,2015-03-08,500,572,52,724070,2,2015-10-10,812,812,47,4,1
1737703,464,KAR,KOESTER_BEEF_KING_464,B,3,2014-08-21,R,1,1,.,498,SM,484,XX,18,99246,67174,SM2499589,1216380,2007-09-13,681319,R1748459-5,92,90,53,681319,7,2,2015-03-08,568,561,51,733026,6,2015-09-16,1174,1057,48,2,1
1737704,454,KRK,KOESTER_BEEF_KING_454,B,3,2014-08-15,R,1,1,.,495,SM,484,XX,21,99246,91034,SM2499589,1216359,2007-09-22,681319,R15700-1,100,98,3,681319,1,2,2015-03-08,636,615,3,733030,1,2015-09-16,1134,1021,3,2,1
1737705,412,KAR,KOESTER_BEEF_KING_412,B,3,2014-08-08,R,1,1,.,495,SM,484,XX,21,96494,67174,SM2499589,1216345,2007-09-29,681319,R1748459-5,80,78,53,681319,7,2,2015-03-08,618,581,51,733026,6,2015-09-16,1290,1132,48,2,1
1737706,411,KAR,KOESTER_MS_STACIA_411,C,B,2014-08-08,R,1,1,.,988,XX,12,.,.,67174,67174,1379607,1290632,2008-08-16,681319,R4282-2,80,80,53,681319,2,2,2015-03-08,608,596,52,724070,2,2015-10-10,890,813,47,4,1
1737707,426,KAR,KOESTER_MS_STACIA_426,C,A,2014-08-10,R,1,1,.,1000,.,.,.,.,67174,67174,1379607,1241575,2008-01-04,681319,R4282-2,82,82,53,681319,2,2,2015-03-08,626,615,52,724070,2,2015-10-10,964,874,47,4,1
1737708,462,KAR,KOESTER_BEEF_KING_462,B,3,2014-08-19,R,1,1,.,495,SM,484,XX,21,94013,67174,SM2499589,1290638,2008-08-18,681319,R1748459-5,110,108,53,681319,7,2,2015-03-08,700,692,51,733026,6,2015-09-16,1292,1176,48,2,1
1737709,404,KAR,KOESTER_STACIA_404,C,B,2014-08-05,R,1,1,.,997,XX,3,.,.,67174,67174,1379607,1290631,2008-08-20,681319,R4282-2,82,82,53,681319,2,2,2015-03-08,620,602,52,724070,2,2015-10-10,970,870,47,4,1
1737710,442,KAR,KOESTER_BEEF_QUEEN_442,C,3,2014-08-13,R,1,1,.,497,SM,484,XX,19,67174,67174,SM2499589,1355857,2009-09-06,681319,R4282-2,84,83,53,681319,2,2,2015-03-08,618,601,52,730523,2,2015-10-10,890,801,47,4,1
1737711,416,KAR,KOESTER_BEEF_QUEEN_416,C,3,2014-08-08,R,1,1,.,497,SM,484,XX,19,67174,67174,SM2499589,1415129,2009-09-27,681319,R4282-2,68,67,53,681319,2,2,2015-03-08,602,575,52,724070,2,2015-10-10,868,771,47,4,1
1737712,471,KAR,KOESTER_LEADING_LADY_471,C,B,2014-09-01,R,2,1,.,997,XX,3,.,.,67174,67174,1443237,1355832,2009-09-28,681319,R4282-2,66,67,53,681319,2,2,2015-03-08,561,605,52,724070,2,2015-10-10,826,809,47,4,1
1737713,463,KAR,KOESTER_BOSS_LADY_463,C,A,2014-08-20,R,2,1,.,1000,.,.,.,.,67174,67174,1483447,1355842,2009-09-29,681319,R4282-2,78,79,53,681319,2,2,2015-03-08,548,566,52,724070,2,2015-10-10,944,867,47,4,1
1737714,452,KAR,KOESTER_CHIVAS_452,B,B,2014-08-15,R,1,1,.,995,XX,5,.,.,116228,67174,1415933,1355821,2009-10-03,681319,R1748459-5,74,75,53,681319,7,2,2015-03-08,590,599,51,733026,6,2015-09-16,1052,985,48,2,1
1737715,4100,KAR,KOESTER_LEAD_4100,B,A,2014-09-12,R,2,1,.,1000,.,.,.,.,119221,67174,1443237,1348370,2009-02-12,681319,R1748459-5,94,94,53,681319,7,2,2015-03-08,614,690,51,733026,6,2015-09-16,1190,1170,48,2,1
1737716,403,KAR,KOESTER_FRANCESCA_403,C,B,2014-08-05,R,1,1,.,989,XX,11,.,.,67174,67174,1379607,849268,2002-04-14,681319,R4282-2,64,65,53,681319,2,2,2015-03-08,676,666,52,724070,2,2015-10-10,938,869,47,4,1
1737717,449,KAR,KOESTER_CHIVAS_449,B,2,2014-08-14,R,1,1,.,1000,.,.,.,.,119222,67174,1415933,1566725,2012-08-07,681319,R1748459-5,80,87,53,681319,7,2,2015-03-08,544,616,51,733026,6,2015-09-16,1140,1115,48,1,2
1737719,491,KAR,KOESTER_ARISTOCRAT_491,B,A,2014-09-09,R,2,1,.,1000,.,.,.,.,68617,67174,1510636,1590563,2012-08-21,681319,R1748459-5,76,83,53,681319,7,2,2015-03-08,504,632,51,733026,6,2015-09-16,1066,1102,48,1,1
1737720,455,KAR,KOESTER_STAKEHOLDER_455,B,A,2014-08-16,R,1,1,.,1000,.,.,.,.,28011,67174,1379607,1566731,2012-09-20,681319,R1748459-5,76,84,53,681319,7,2,2015-03-08,590,670,51,733026,6,2015-09-16,1150,1139,48,1,1
1737722,423,KAR,KOESTER_STAKEHOLDER_423,B,A,2014-08-09,R,1,1,.,1000,.,.,.,.,118541,67174,1379607,998782,2004-02-24,681319,R1748459-5,76,77,53,681319,7,2,2015-03-08,510,515,51,733026,6,2015-09-16,1050,968,48,2,1
1737723,4113,KAR,KOESTER_MS_MAGICK_4113,C,B,2014-10-04,R,2,1,15,966,DS,31,XX,3,67174,67174,1443572,1040938,2005-04-04,681319,R4282-2,86,87,53,681319,2,2,2015-03-08,508,627,52,724070,2,2015-10-10,794,848,47,4,1
1737724,483,KAR,KOESTER_PISTOL_ANNIE_483,C,B,2014-09-06,R,2,1,11,987,XX,13,.,.,67174,67174,1380789,1040677,2005-04-19,681319,R4282-2,92,93,53,681319,2,2,2015-03-08,668,734,52,724070,2,2015-10-10,918,929,47,4,1
1737726,443,KRK,KOESTER_STAKEHOLDER_443,B,B,2014-08-13,R,1,1,.,999,XX,1,.,.,118541,91034,1379607,1206101,2007-02-04,681319,R15700-1,82,82,3,681319,1,2,2015-03-08,540,537,3,733030,1,2015-09-16,1179,1070,3,2,1
1737727,472,KAR,KOESTER_LEADING_LADY_472,C,B,2014-09-01,R,2,1,11,999,XX,1,.,.,67174,67174,1443237,1173937,2007-03-30,681319,R4282-2,74,74,53,681319,2,2,2015-03-08,558,593,52,724070,2,2015-10-10,742,738,47,4,1
1737729,477,KAR,KOESTER_PISTOL_ANNIE_477,C,B,2014-09-04,R,2,1,11,991,XX,9,.,.,67174,67174,1380789,1173914,2007-03-30,681319,R4282-2,88,88,53,681319,2,2,2015-03-08,590,634,52,724070,2,2015-10-10,862,845,47,4,1
1737730,494,KAR,KOESTER_LEAD_494,B,A,2014-09-10,R,2,1,.,1000,.,.,.,.,112599,67174,1443237,1174207,2007-04-09,681319,R1748459-5,88,88,53,681319,7,2,2015-03-08,530,586,51,733026,6,2015-09-16,1015,990,48,2,1
1737731,434,KAR,KOESTER_LADY_CHIVAS_434,C,B,2014-08-11,R,1,1,11,998,XX,2,.,.,67174,67174,1415933,1173878,2007-04-21,681319,R4282-2,80,80,53,681319,2,2,2015-03-08,598,590,52,724070,2,2015-10-10,890,815,47,4,1
1737732,436,KAR,KOESTER_BOSS_436,B,A,2014-08-11,R,2,1,.,1000,.,.,.,.,96428,67174,1483447,1253641,2008-01-24,681319,R1748459-5,70,70,53,681319,7,2,2015-03-08,618,609,51,733026,6,2015-09-16,1144,1047,48,2,1
1737733,453,KAR,KOESTER_MS_STACIA_453,C,A,2014-08-15,R,1,1,7,1000,.,.,.,.,67174,67174,1379607,1279273,2008-02-13,681319,R4282-2,90,90,53,681319,2,2,2015-03-08,652,652,52,724070,2,2015-10-10,976,901,47,4,1
1737734,487,KAR,KOESTER_SONOFAGUN_487,B,B,2014-09-08,R,2,1,.,989,XX,11,.,.,112599,67174,1380789,1244916,2008-04-03,681319,R1748459-5,82,82,53,681319,7,2,2015-03-08,528,583,51,733026,6,2015-09-16,1012,986,48,2,1
1737735,429,KAR,KOESTER_BEEF_QUEEN_429,C,3,2014-08-11,R,1,1,11,500,SM,484,XX,16,67174,67174,SM2499589,1280489,2008-02-27,681319,R4282-2,84,82,53,681319,2,2,2015-03-08,536,509,52,724070,2,2015-10-10,924,796,47,4,1
1737736,440,KAR,KOESTER_MAGIC_MAN_440,B,B,2014-08-12,R,2,1,.,969,DS,31,.,.,119222,67174,1443572,1279276,2008-02-27,681319,R1748459-5,96,96,53,681319,7,2,2015-03-08,602,596,51,733026,6,2015-09-16,1175,1074,48,2,1
1737738,4101,KAR,KOESTER_BOSS_LADY_4101,C,A,2014-09-13,R,2,1,.,1000,.,.,.,.,67174,67174,1483447,1280502,2008-03-16,681319,R4282-2,84,84,53,681319,2,2,2015-03-08,530,592,52,724070,2,2015-10-10,776,783,47,4,1
1737740,430,KAR,KOESTER_BEEF_QUEEN_430,C,3,2014-08-11,R,1,1,15,497,SM,484,XX,19,67174,67174,SM2499589,1328436,2009-03-31,681319,R4282-2,78,76,53,681319,2,2,2015-03-08,660,635,52,724070,2,2015-10-10,880,797,47,4,1
1737741,481,KAR,KOESTER_LEAD_481,B,A,2014-09-04,R,2,1,15,1000,.,.,.,.,67174,67174,1443237,1348336,2009-03-01,681319,R1748459-5,92,92,53,681319,7,2,2015-03-08,584,634,51,733026,6,2015-09-16,1050,1023,48,2,1
1737742,4114,KAR,KOESTER_LEADING_LADY_4114,C,B,2014-10-09,R,2,1,12,998,XX,2,.,.,67174,67174,1443237,1328455,2009-04-14,681319,R4282-2,70,70,53,681319,2,2,2015-03-08,404,500,52,731360,.,.,.,.,.,4,1
1737743,465,KAR,KOESTER_BEEF_KING_465,B,3,2014-08-21,R,1,1,15,500,SM,484,XX,16,67174,67174,SM2499589,1209080,2007-01-19,681319,R1748459-5,78,76,53,681319,7,2,2015-03-08,550,543,51,733026,.,.,.,.,.,2,1
1737744,460,KAR,KOESTER_LEADING_LADY_460,C,A,2014-08-18,R,1,1,.,1000,.,.,.,.,67174,67174,1443237,1321815,2009-03-13,681319,R4282-2,70,70,53,681319,2,2,2015-03-08,532,542,52,790678,2,2015-10-10,830,771,47,4,1
1737745,422,KAR,KOESTER_STAKEHOLDER_422,B,A,2014-08-09,R,1,1,.,1000,.,.,.,.,31059,67174,1379607,1303562,2009-02-22,681319,R1748459-5,74,74,53,681319,7,2,2015-03-08,582,574,51,733026,6,2015-09-16,1080,989,48,2,1
1737746,428,KAR,KOESTER_STAKEHOLDER_428,B,A,2014-08-10,R,1,1,15,1000,.,.,.,.,67174,67174,1379607,1345976,2009-09-17,681319,R1748459-5,78,79,53,681319,7,2,2015-03-08,638,634,51,733026,6,2015-09-16,1164,1073,48,2,1
1737747,438,KAR,KOESTER_LADY_CHIVAS_438,C,A,2014-08-12,R,1,1,.,1000,.,.,.,.,67174,67174,1415933,1566728,2012-10-04,681319,R4282-2,82,90,53,681319,2,2,2015-03-08,562,621,52,724070,2,2015-10-10,876,853,47,3,1
1737748,459,KAR,KOESTER_BOSS_459,B,B,2014-08-17,R,2,1,.,992,XX,8,.,.,105334,67174,1483447,1245238,2008-04-23,681319,R1748459-5,86,86,53,681319,7,2,2015-03-08,608,613,51,733026,6,2015-09-16,1134,1051,48,2,5
1737749,486,KAR,KOESTER_LEAD_486,B,A,2014-09-07,R,2,1,.,1000,.,.,.,.,66114,67174,1443237,1245086,2008-03-29,681319,R1748459-5,100,100,53,681319,7,2,2015-03-08,610,667,51,733026,6,2015-09-16,1146,1114,48,2,1
1737750,496,KAR,KOESTER_BOSS_LADY_496,C,A,2014-09-11,R,2,1,.,1000,.,.,.,.,67174,26033,1483447,1244874,2008-04-21,681319,R4282-2,84,84,53,681319,2,2,2015-03-08,578,643,52,724070,2,2015-10-10,870,868,47,4,1
1737751,470,KAR,KOESTER_ARISTOCRAT_470,B,B,2014-09-01,R,2,1,15,998,XX,2,.,.,67174,67174,1510636,1536095,2012-08-18,681319,R1748459-5,82,89,53,681319,7,2,2015-03-08,544,659,51,733026,.,.,.,.,.,1,1
1737752,473,KAR,KOESTER_MS_ARICIA_473,C,A,2014-09-02,R,2,1,.,1000,.,.,.,.,67174,67174,1510636,1566772,2012-09-04,681319,R4282-2,54,61,53,681319,2,2,2015-03-08,488,586,52,724070,2,2015-10-10,776,799,47,3,1
1737753,427,KAR,KOESTER_MS_STACIA_427,C,A,2014-08-10,R,1,1,11,1000,.,.,.,.,67174,26033,1379607,1380770,2010-04-11,681319,R4282-2,82,83,53,681319,2,2,2015-03-08,590,593,52,724070,2,2015-10-10,952,869,47,4,1
1737754,488,KAR,KOESTER_BOSS_LADY_488,C,A,2014-09-09,R,2,1,21,1000,.,.,.,.,67174,26033,1483447,1452198,2011-04-11,681319,R4282-2,82,85,53,681319,2,2,2015-03-08,502,578,52,724070,2,2015-10-10,844,837,47,4,1
1737755,4112,KAR,KOESTER_LEADING_LADY_4112,C,B,2014-10-01,R,2,1,12,996,XX,4,.,.,67174,26033,1443237,1452122,2011-04-07,681319,R4282-2,96,98,53,681319,2,2,2015-03-08,560,700,52,731360,.,.,.,.,.,4,1
1737756,415,KAR,KOESTER_MS_STACIA_415,C,B,2014-08-08,R,1,1,15,999,XX,1,.,.,67174,26033,1379607,1452320,2011-03-26,681319,R4282-2,74,77,53,681319,2,2,2015-03-08,582,596,52,724070,2,2015-10-10,894,833,47,4,1
1737757,424,KAR,KOESTER_STAKEHOLDER_424,B,B,2014-08-10,R,1,1,15,997,XX,3,.,.,67174,67174,1379607,1452051,2011-04-25,681319,R1748459-5,90,93,53,681319,7,2,2015-03-08,590,613,51,733026,6,2015-09-16,1122,1058,48,2,1
1737781,B005,3KC,BROWN/3K_PROTOTYPE_B005,B,A,2014-10-16,R,2,1,.,1000,.,.,.,.,124299,29376,1528457,1416243,2010-09-16,681197,R2817-1,75,76,5,681197,1,1,2015-04-08,490,577,4,760004,1,2015-11-02,733,765,4,2,1
1737824,1405,HOLL,HOLL_MR._MARVIN_H_BOY_1405,B,A,2014-10-15,R,1,1,.,1000,.,.,.,.,120334,104828,1108741,1401125,2010-04-04,671917,R294572-1,66,67,1,671917,1,2,2015-05-09,628,638,1,754486,1,2015-10-20,958,961,1,1,1
1737850,528,MSG,GP_REDBIRD_528,C,A,2015-05-16,R,1,1,.,1000,.,.,.,.,30649,30649,1442214,1420977,2011-03-22,671891,R14946-2,82,83,10,732042,2,2,2015-09-12,426,658,10,732042,1,2016-04-11,798,946,8,2,1
1738020,518,1DL,GEIB_GOLD_PEACE_518,B,A,2015-02-21,R,1,1,.,1000,.,.,.,.,107500,107500,1428993,1621719,2013-03-19,672018,R17227-2,71,79,27,745666,2,1,2015-09-19,580,645,10,745666,2,2016-02-26,1073,1140,7,2,1
1738175,C508,1AAA,1AAA_VICTORIA'S_SECRETE_C508,B,A,2015-05-19,R,2,1,15,1000,.,.,.,.,98623,98623,1575416,1310472,2009-03-11,672083,R6346-1,80,80,2,730803,2,.,2015-11-11,658,744,1,730803,.,.,.,.,.,1,1
1738287,1545,1JD,SRN_EPIC_1545,B,2,2015-02-17,R,1,1,.,1000,.,.,.,.,44252,44252,1258898,1650397,2013-02-02,672014,R24059-9,55,62,33,760832,9,1,2015-09-30,670,691,33,760832,8,2016-05-19,1265,1103,14,2,1
1738298,1533,1JD,SRN_FUSION_1533,B,A,2015-02-11,R,1,1,.,1000,.,.,.,.,44252,44252,1506931,1650439,2013-02-23,672014,R24059-9,78,85,33,760832,9,1,2015-09-30,635,649,33,760832,8,2016-05-19,1280,1096,14,2,1
1738299,1541,1JD,SRN_EPIC_1541,B,A,2015-02-14,R,1,1,.,1000,.,.,.,.,44252,44252,1258898,1650440,2013-03-07,672014,R24059-9,62,70,33,820038,9,1,2015-09-30,725,738,33,820038,8,2016-05-19,1160,1040,14,2,1
